iyp_org_name,lei,lei_legal_name,lei_countries,entity_status,registration_status,match_method,confidence,matched_name,hint,iyp_countries,peeringdb_org_ids,caida_org_ids,iyp_websites,iyp_n_as
Telia Norge AS,63670083H7CAC7BDZR11,TELIA NORGE AS,NO,ACTIVE,ISSUED,legal_exact,1.0,telia norge as,,NO,,ORG-TEN1-RIPE,,8
The Boeing Company,RVHJWBXLJ1RFUBSY1F30,THE BOEING COMPANY,US,ACTIVE,ISSUED,legal_exact,1.0,boeing company,,US,30542,THEBOE-ARIN,,8
"Thrive Operations, LLC",549300Z5H7RULXS13N39,"THRIVE OPERATIONS, LLC",US,ACTIVE,LAPSED,legal_exact,1.0,thrive operations llc,,US,,TCL-331-ARIN,,8
Videotron Ltee,549300LW4GNJRBECSD81,VIDÉOTRON LTÉE,CA,ACTIVE,ISSUED,legal_exact,1.0,videotron ltee,active_only,CA,,VL-421-ARIN;VL-439-ARIN,,8
Vodafone Limited,213800XCXOXMW1AFMJ64,VODAFONE LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,vodafone limited,,GB,15059,ORG-VI6-RIPE;ORG-VL225-RIPE,,8
Zenlayer Inc,254900R7QSWLPFC3KV51,Zenlayer Inc,US,ACTIVE,LAPSED,legal_exact,1.0,zenlayer inc,,US,13291,ORG-ZI19-RIPE;ZENLA-7-ARIN,http://www.zenlayer.com,8
dogado GmbH,391200WP1BYNWTYRUC75,dogado GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,dogado gmbh,,DE,5157,ORG-DIG4-RIPE,http://www.dogado.de,8
AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD,549300CZ3P0XERCKWK68,AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD,AU,ACTIVE,ISSUED,legal_exact,1.0,australian centre for advanced computing and communication pty ltd,,AU,,ORG-ACFA1-AP-APNIC,,7
BSO Network Solutions SAS,984500553EYE73E2E778,BSO NETWORK SOLUTIONS SAS,FR,ACTIVE,ISSUED,legal_exact,1.0,bso network solutions sas,,FR,,ORG-BCS3-RIPE,,7
"BT Americas, Inc",9845004C03EC06A7F154,BT AMERICAS INC.,US,ACTIVE,LAPSED,legal_exact,1.0,bt americas inc,,US,,BA-346-ARIN,,7
Blix Group AS,254900C7NCHT4NCN1889,BLIX GROUP AS,NO,ACTIVE,ISSUED,legal_exact,1.0,blix group as,,NO,,ORG-BGA22-RIPE,,7
CGI Inc.,549300WSRCZY73ZG3090,CGI INC.,CA,ACTIVE,ISSUED,legal_exact,1.0,cgi inc,,CA,,CGIGR-2-ARIN,,7
CONSORZIO TOPIX - TORINO E PIEMONTE EXCHANGE POINT,8156001637150E3A2187,CONSORZIO TOPIX - TORINO E PIEMONTE EXCHANGE POINT,IT,ACTIVE,ISSUED,legal_exact,1.0,consorzio topix torino e piemonte exchange point,,IT,,ORG-CTIT2-RIPE,,7
"Charter Communications, Inc",0J0XRGZE3PBRFEZ7MV65,"CHARTER COMMUNICATIONS, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,charter communications inc,,US,,CC-3518-ARIN,,7
City National Bank,593C3GZG957YOJPS2Z63,City National Bank,US,ACTIVE,ISSUED,legal_exact,1.0,city national bank,,US,,CNB-33-ARIN,,7
"Cloudflare, Inc.",5493007DY18BGNLDWU14,"CLOUDFLARE, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,cloudflare inc,,US,4715,CLOUD14-ARIN;ORG-CI4-AP-APNIC,https://www.cloudflare.com/,7
FORTUNA GAME a.s.,315700YM9AYMFC302T12,FORTUNA GAME a.s.,CZ,ACTIVE,ISSUED,legal_exact,1.0,fortuna game a s,,CZ,,ORG-FGA13-RIPE;ORG-FGA14-RIPE;ORG-FGA15-RIPE;ORG-FGA16-RIPE;ORG-FGA22-RIPE,,7
First-Citizens Bank & Trust Company,L9VVX1KT5TFTKS0MLF66,First-Citizens Bank & Trust Company,US,ACTIVE,ISSUED,legal_exact,1.0,first citizens bank and trust company,,US,,FCB-13-ARIN,,7
Flexential Corp.,9845008BB6C9C3BEFB70,FLEXENTIAL CORP.,US,ACTIVE,ISSUED,legal_exact,1.0,flexential corp,,US,519,PEAK10-ARIN;PEK-ARIN,https://www.flexential.com/,7
Flow Swiss AG,894500K9Z3G1QDER1Y54,Flow Swiss AG,CH,ACTIVE,ISSUED,legal_exact,1.0,flow swiss ag,,CH,12510,ORG-IA1343-RIPE,https://flow.swiss,7
Indiana University,B4CW783SY7V2XEFJSQ64,Indiana University,US,ACTIVE,ISSUED,legal_exact,1.0,indiana university,,US,5173,INDIAN-ARIN;INDIAN-Z-ARIN,https://www.iu.edu/,7
Keepit A/S,984500DG2C1A8899AF68,Keepit A/S,DK,ACTIVE,ISSUED,legal_exact,1.0,keepit a s,,CA;DK,9834,KT-439-ARIN;ORG-IA16-RIPE;ORG-KA44-AP-APNIC,https://www.keepit.com/,7
LinkedIn Corporation,5493001S6ND3ULAKYF67,LINKEDIN CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,linkedin corporation,,US,4798,LINKE-1-ARIN,https://www.linkedin.com/,7
Lockheed Martin Corporation,DPRBOZP0K5RM2YE8UU08,LOCKHEED MARTIN CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,lockheed martin corporation,,US,,LHMC-ARIN;LHMC-Z-ARIN,,7
Manage Now GmbH,529900NR7U59ZUI2DM11,Manage Now GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,manage now gmbh,,DE,19943,ORG-FSG6-RIPE,https://www.manage-now.de/,7
Morgan Stanley Management Service (Singapore) Pte. Ltd,549300UBHPD8WZIKWT14,MORGAN STANLEY MANAGEMENT SERVICE (SINGAPORE) PTE. LTD.,SG,ACTIVE,ISSUED,legal_exact,1.0,morgan stanley management service pte ltd,,SG,,ORG-MSAL1-AP-APNIC,,7
NTT GLOBAL NETWORKS PRIVATE LIMITED,2549000HGWYWSZNKGJ74,NTT GLOBAL NETWORKS PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,ntt global networks private limited,,IN,,ORG-VIPL3-AP-APNIC,,7
National University of Singapore,549300UOO4Z667405T51,NATIONAL UNIVERSITY OF SINGAPORE,SG,ACTIVE,ISSUED,legal_exact,1.0,national university of singapore,,SG,1279,ORG-NUOS1-AP-APNIC,,7
"PHOENIX NAP, LLC.",549300AC0LNX8QT0G149,"PHOENIX NAP, LLC",US,ACTIVE,LAPSED,legal_exact,1.0,phoenix nap llc,,US,,ORG-PNL7-RIPE,,7
RTX Corporation,I07WOS4YJ0N7YRFE7309,RTX CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,rtx corporation,,US,,RTX-ARIN,,7
Reseaux IP Europeens Network Coordination Centre (RIPE NCC),724500OL0JBWVCO24Z34,Réseaux IP Européens Network Coordination Centre (RIPE NCC),NL,ACTIVE,ISSUED,legal_exact,1.0,reseaux ip europeens network coordination centre,,NL,,ORG-BB2-RIPE;ORG-RIEN1-RIPE,,7
SRI International,5493001DDDHUP6EPSO87,SRI International,US,ACTIVE,LAPSED,legal_exact,1.0,sri international,,US,18800,SI-342-ARIN;SRIINT-11-ARIN;SRIINT-Z-ARIN,,7
"Salesforce, Inc.",RCGZFPDMRW58VJ54VR07,"SALESFORCE, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,salesforce inc,,US,,SALES-44-ARIN;SALESF-3-ARIN,,7
Sangoma US Inc.,2549000OCYGWTT1ML645,Sangoma US Inc.,CA;US,ACTIVE,LAPSED,legal_exact,1.0,sangoma us inc,,US,34871,SU-646-ARIN,,7
Slovanet a.s.,097900CAKA0000122292,"Slovanet, a. s.",SK,ACTIVE,ISSUED,legal_exact,1.0,slovanet a s,,SK,,ORG-SA61-RIPE,,7
Telia Cygate Oy,213800V9Z8S741PAKZ66,TELIA CYGATE OY,FI,ACTIVE,ISSUED,legal_exact,1.0,telia cygate oy,,FI,,ORG-CO72-RIPE;ORG-NNO1-RIPE,,7
Tucows.com Co.,98450057A68DCBDFD702,TUCOWS.COM CO.,CA,ACTIVE,ISSUED,legal_exact,1.0,tucows com co,active_only,CA,,TUCOW-ARIN,,7
Unisys Corporation,549300T21W22FIJJOW08,UNISYS CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,unisys corporation,,US,29799,UNISYS-13-ARIN;UNISYS-2-ARIN;UNISYS-4-ARIN,,7
VISA INTERNATIONAL SERVICE ASSOCIATION,5493004SXUE367F03G52,VISA INTERNATIONAL SERVICE ASSOCIATION,US,ACTIVE,ISSUED,legal_exact,1.0,visa international service association,,US,,VISA-ARIN,,7
Virgin Media Limited,213800WS9GTI7VKT9613,VIRGIN MEDIA LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,virgin media limited,,GB,,ORG-NI9-RIPE,,7
"Webster Bank, National Association",WV0OVGBTLUP1XIUJE722,"Webster Bank, National Association",US,ACTIVE,ISSUED,legal_exact,1.0,webster bank national association,,US,,WEBSTE-3-ARIN,,7
"Worldpay, LLC",5493006CDWZIE8SZQ647,"WORLDPAY, LLC",US,ACTIVE,LAPSED,legal_exact,1.0,worldpay llc,,US,,WL-759-ARIN,,7
"ZSCALER, INC.",529900MZ0RTK1BWRNF46,"ZSCALER, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,zscaler inc,,US,,ZSCAL-ARIN,,7
goetel GmbH,391200M1K0XV8PEE2I79,goetel GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,goetel gmbh,,DE,22124,ORG-GG11-RIPE,http://www.goetel.de,7
"ACI Worldwide, Inc.",5493003BPVMZUJ6F5C02,"ACI WORLDWIDE, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,aci worldwide inc,,US,,AW-12-ARIN,,6
ALORICA INC,549300I7BKCLNE05U640,ALORICA INC.,US,ACTIVE,LAPSED,legal_exact,1.0,alorica inc,,US,,ALORIC-ARIN,,6
"APPLIED SYSTEMS, INC",549300NSKGF0SY5SWQ62,"APPLIED SYSTEMS, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,applied systems inc,,US,,APPLI-18-ARIN,,6
"AbbVie, Inc.",FR5LCKFTG8054YNNRU85,ABBVIE INC.,US,ACTIVE,ISSUED,legal_exact,1.0,abbvie inc,,US,20781,ABBVI-ARIN;ORG-AI20-AP-APNIC;ORG-AI76-RIPE,,6
"Airbnb, Inc.",549300HMUDNO0RY56D37,"AIRBNB, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,airbnb inc,,US,,AIRBN-ARIN;ORG-AI12-AP-APNIC,,6
"Analog Devices, Inc.",GYVOE5EZ4GDAVTU4CQ61,"ANALOG DEVICES, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,analog devices inc,,US,,ANALOG-3-ARIN,,6
Arelion Sweden AB,213800OCUJ42QG69LF51,Arelion Sweden AB,SE,ACTIVE,ISSUED,legal_exact,1.0,arelion sweden ab,,SE,,ORG-TCA2-AP-APNIC;ORG-TCA32-RIPE,,6
Atos Information Technology GmbH,5493004LD2P8IKTYZN80,Atos Information Technology GmbH,DE;FR,ACTIVE,ISSUED,legal_exact,1.0,atos information technology gmbh,,DE,,ORG-IST1-RIPE;ORG-OD1-RIPE;ORG-SAII1-RIPE,,6
Automobile Club of Southern California,549300E9S5K736GFOV25,AUTOMOBILE CLUB OF SOUTHERN CALIFORNIA,US,ACTIVE,ISSUED,legal_exact,1.0,automobile club of southern california,,US,,ACSC-1-ARIN,,6
Brennan Voice and Data Pty Ltd,549300PBX6S55A7B5O05,BRENNAN VOICE & DATA PTY LTD,AU,ACTIVE,LAPSED,legal_exact,1.0,brennan voice and data pty ltd,,AU,2268,ORG-BVAD1-AP-APNIC,http://brennanit.com.au,6
CGI Sverige AB,213800WAILNLNMRH5194,CGI SVERIGE AB,SE,ACTIVE,ISSUED,legal_exact,1.0,cgi sverige ab,,SE,,ORG-SSNA1-RIPE;ORG-WNCM1-RIPE,,6
Claranet Limited,636700X36UM8OJWF4811,CLARANET LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,claranet limited,,GB,,ORG-CA48-RIPE,,6
"DRW Holdings, LLC",549300W696CUHX8SLK40,"DRW HOLDINGS, LLC",US,ACTIVE,ISSUED,legal_exact,1.0,drw holdings llc,,US,,DRWHO-ARIN,,6
Eisai Inc.,54930081TH1JBO3ZVM22,EISAI INC.,US,ACTIVE,ISSUED,legal_exact,1.0,eisai inc,,US,,EISAI-1-ARIN;EISAI-5-ARIN;EISAI-6-ARIN,,6
Elisa Oyj,743700TU2S3DXWGU7H32,Elisa Oyj,FI,ACTIVE,ISSUED,legal_exact,1.0,elisa oyj,,FI,15066,ORG-EO1-RIPE,http://www.elisa.com/,6
Ernst & Young LLP,254900Y3CIB1KF938C31,ERNST & YOUNG LLP,US,ACTIVE,ISSUED,legal_exact,1.0,ernst and young llp,,US,,EYL-ARIN;EYL-Z-ARIN,,6
Global Network Management Inc,254900K2PIJCO6XYDX54,Global Network Management Inc,AG,ACTIVE,ISSUED,legal_exact,1.0,global network management inc,,AG;NL,1524,ORG-GNMI1-RIPE,https://gnm.net,6
Interactive Brokers LLC,50OBSE5T5521O6SMZR28,INTERACTIVE BROKERS LLC,US,ACTIVE,ISSUED,legal_exact,1.0,interactive brokers llc,,HK;US,,IBL-10-ARIN;ORG-IBL3-AP-APNIC,,6
Iomart Managed Services Limited,213800UL553AFSLYEA21,IOMART MANAGED SERVICES LIMITED,GB,ACTIVE,LAPSED,legal_exact,1.0,iomart managed services limited,,GB,,ORG-IHL12-RIPE;ORG-RL20-RIPE,,6
"Jack Henry & Associates, Inc.",529900X1QS8C54W0JB21,"Jack Henry & Associates, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,jack henry and associates inc,,US,,JHA-1-ARIN,,6
KOOKMIN BANK,335800X9O2LHZ2B9N337,KOOKMIN BANK,IN;KR,ACTIVE,ISSUED,legal_exact,1.0,kookmin bank,,KR,,@family-28749,,6
LYNTIA NETWORKS S.A.,9598001B5LXS6VJUAB15,"LYNTIA NETWORKS, S.A.",ES,ACTIVE,LAPSED,legal_exact,1.0,lyntia networks s a,,ES,,ORG-DDCS1-RIPE,,6
"Live Nation Entertainment, Inc.",5493007B9BM9ZXJINO78,"LIVE NATION ENTERTAINMENT, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,live nation entertainment inc,,US,,LNE-3-ARIN,,6
McDonald's Corporation,UE2136O97NLB5BYP9H04,MCDONALD'S CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,mcdonald s corporation,,US,,MCDONA-1-ARIN;ORG-MC2-AP-APNIC,,6
"Morningstar, Inc.",529900YGNQPOVAXQ7F29,"MORNINGSTAR, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,morningstar inc,,US,,MORNIN-ARIN,,6
Nebius B.V.,7245007BJVUC2IS8OG74,Nebius B.V.,NL,ACTIVE,ISSUED,legal_exact,1.0,nebius b v,,NL,38269,ORG-NB187-RIPE,,6
Nokia Solutions and Networks Oy,549300FI8QIVYMUMBB43,Nokia Solutions and Networks Oy,FI,ACTIVE,LAPSED,legal_exact,1.0,nokia solutions and networks oy,,FI,,ORG-NSNO1-RIPE,,6
Orange Espagne SA,213800GJ4GQ117JAEO62,ORANGE ESPAGNE SA,ES,ACTIVE,ISSUED,legal_exact,1.0,orange espagne sa,,ES,,ORG-AA23-RIPE;ORG-CDTS1-RIPE;ORG-JTS1-RIPE;ORG-RET1-RIPE;ORG-ULT1-RIPE;ORG-YIF1-RIPE,,6
Pfizer Inc.,765LHXWGK1KXCLTFYQ30,PFIZER INC.,US,ACTIVE,ISSUED,legal_exact,1.0,pfizer inc,,US,,PFIZER-ARIN,,6
ROCKWELL AUTOMATION Inc.,VH3R4HHBHH12O0EXZJ88,"ROCKWELL AUTOMATION, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,rockwell automation inc,,US,,ROCKWE-4-ARIN,,6
"Retail Finance International Holdings, Inc.",549300MYIJ6YFFNQVQ04,"RETAIL FINANCE INTERNATIONAL HOLDINGS, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,retail finance international holdings inc,,US,,RFIH-ARIN,,6
SL Green Realty Corp,549300VQZPJU97H3GT17,SL GREEN REALTY CORP.,US,ACTIVE,LAPSED,legal_exact,1.0,sl green realty corp,,US,,SGRC-1-ARIN,,6
"SS&C Technologies, Inc.",549300KY09TR3J12JU49,"SS&C TECHNOLOGIES, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,ss and c technologies inc,,US,,SSCTEC-1-ARIN,,6
Sky Cable Corporation,254900YF6C9T330IOE07,Sky Cable Corporation,PH,ACTIVE,LAPSED,legal_exact,1.0,sky cable corporation,,PH,,ORG-SCCI1-AP-APNIC,,6
TDC Brands A/S,5493003B50SM3XIJDQ79,TDC Brands A/S,DK,ACTIVE,ISSUED,legal_exact,1.0,tdc brands a s,,DK,,ORG-NA1203-RIPE,,6
THE WESTERN UNION COMPANY,28ID94QU1140NC23S047,THE WESTERN UNION COMPANY,US,ACTIVE,ISSUED,legal_exact,1.0,western union company,,US,,WESTE-48-ARIN,,6
Tata Communications Limited,3358004PBWAYF65RLI81,TATA COMMUNICATIONS LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,tata communications limited,,IN,,ORG-TCL6-AP-APNIC,,6
"The Constant Company, LLC",9845008867D8BCF4DB53,"THE CONSTANT COMPANY, LLC",US,ACTIVE,ISSUED,legal_exact,1.0,constant company llc,,US,1051,CHOOP-1-ARIN;ORG-CL35-AP-APNIC,http://www.constant.com,6
"Tyler Technologies, Inc.",25490040SMU4Z8LBCW70,"Tyler Technologies, Inc.",US,ACTIVE,ISSUED,legal_exact,1.0,tyler technologies inc,,US,,TT-1-ARIN,,6
UnitedHealth Group Incorporated,549300GHBMY8T5GXDE41,UNITEDHEALTH GROUP INCORPORATED,US,ACTIVE,ISSUED,legal_exact,1.0,unitedhealth group incorporated,,US,,UHC-5-ARIN,,6
University of Oregon,549300FHOP2K4GYRPY40,University of Oregon,US,ACTIVE,LAPSED,legal_exact,1.0,university of oregon,,US,17025,UNIVER-193-ARIN;UNIVER-193-Z-ARIN;UO-102-ARIN,http://www.uoregon.edu,6
Virtu Financial Operating LLC,254900RJ8TFCRI72G343,VIRTU FINANCIAL OPERATING LLC,US,ACTIVE,ISSUED,legal_exact,1.0,virtu financial operating llc,,US,,VIRTU-46-ARIN,,6
ARK Data Centers LLC,5493004DRRN8WNJKDN54,"ARK DATA CENTERS, LLC",US,ACTIVE,ISSUED,legal_exact,1.0,ark data centers llc,,US,,INVOL-1-ARIN,,5
Adobe Inc.,FU4LY2G4933NH2E1CP29,ADOBE INC.,US,ACTIVE,ISSUED,legal_exact,1.0,adobe inc,,US,,AS-ARIN,,5
"Alaska Airlines, Inc.",PG4W4UTDTMMEBRGLO537,"ALASKA AIRLINES, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,alaska airlines inc,,US,,ALASKA-ARIN,,5
American Express Company,R4PP93JZOLY261QX3811,AMERICAN EXPRESS COMPANY,US,ACTIVE,ISSUED,legal_exact,1.0,american express company,,US,17101,AMERIC-ARIN,https://www.americanexpress.com/,5
"Anthropic, PBC",984500B6DEB8CEBC4Z70,"ANTHROPIC, PBC",US,ACTIVE,ISSUED,legal_exact,1.0,anthropic pbc,,US,,AP-2440-ARIN,,5
AppLovin Corporation,549300LLVXMUAOL3SQ07,APPLOVIN CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,applovin corporation,,US,28883,AC-868-ARIN,http://applovin.com,5
Apple Inc.,HWUPKR0MPOU8FGXBT394,Apple Inc.,US,ACTIVE,ISSUED,legal_exact,1.0,apple inc,,US,8418,APPLEC-1-ARIN;APPLEC-1-Z-ARIN,http://www.apple.com,5
Atos IT Solutions and Services Inc,549300YXEQNYFAV83F62,"ATOS IT SOLUTIONS AND SERVICES, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,atos it solutions and services inc,,US,,AISS-7-ARIN,,5
"Automatic Data Processing, Inc.",HGBOLILQXWER4SAL2I23,"AUTOMATIC DATA PROCESSING, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,automatic data processing inc,,US,,ADPES-ARIN,,5
BIDS Trading L.P.,254900J9JVL76SF70898,BIDS TRADING L.P.,US,ACTIVE,ISSUED,legal_exact,1.0,bids trading l p,,US,,BIDST-1-ARIN,,5
"BMC Software, Inc.",549300TEWK6ENMZQLF18,"BMC SOFTWARE, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,bmc software inc,,US,,BMCSOF-ARIN;BS-384-ARIN,,5
Bayer (South East Asia) Pte Ltd,549300MBNCD6LU1MA314,Bayer (South East Asia) Pte Ltd,SG,ACTIVE,ISSUED,legal_exact,1.0,bayer pte ltd,,SG,,ORG-BEAP1-AP-APNIC,,5
Bayer Corporation,54930050NR9YMICYZM28,Bayer Corporation,US,ACTIVE,ISSUED,legal_exact,1.0,bayer corporation,,US,,BAYERC-2-ARIN,,5
CME Operations Limited,213800WDZA6XJXRX9I58,CME OPERATIONS LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,cme operations limited,,GB,,ORG-COL4-RIPE,,5
"CONVERGEONE HOLDINGS, INC.",254900PRFQRQIU08WI18,"CONVERGEONE HOLDINGS, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,convergeone holdings inc,,US,,CH-1205-ARIN,,5
Capgemini Technology Services India Limited,549300XXM52KF7EESY82,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,capgemini technology services india limited,,IN,,ORG-CTSI1-AP-APNIC,,5
"CareerBuilder, LLC",549300W56TZW0KXHO889,"CAREERBUILDER, LLC",US,ACTIVE,LAPSED,legal_exact,1.0,careerbuilder llc,,US,,CAREE-12-ARIN,,5
"Cengage Learning, Inc.",549300BYGM0FWUSVXJ88,"CENGAGE LEARNING, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,cengage learning inc,,US,,CENGA-5-ARIN,,5
Cerner Corporation,549300L4UJ40IEVVI304,Cerner Corporation,US,ACTIVE,LAPSED,legal_exact,1.0,cerner corporation,,US,,CERNER-ARIN,,5
DNA Oyj,7437003Y73DAKAXYJV21,DNA Oyj,FI,ACTIVE,ISSUED,legal_exact,1.0,dna oyj,,FI,1959,ORG-FNL1-RIPE,http://www.dna.fi,5
"DigitalOcean, LLC",549300EDRXGWOG3MUL20,"DigitalOcean, LLC",US,ACTIVE,ISSUED,legal_exact,1.0,digitalocean llc,,US,,DO-13-ARIN,,5
ECCO Sko A/S,529900C0U279ORGJC950,ECCO SKO A/S,DK,ACTIVE,ISSUED,legal_exact,1.0,ecco sko a s,,DK,,ORG-ESA119-RIPE,,5
EQUINIX (SERVICES) LIMITED,549300PNSG34N4I8VF07,EQUINIX (UK) LIMITED,GB;US,ACTIVE,ISSUED,legal_exact,1.0,equinix limited,,GB,,ORG-IA69-RIPE,,5
Equinix (Germany) GmbH,25490015BR4CR0AHH105,Equinix (Germany) GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,equinix gmbh,,DE,,ORG-IG20-RIPE,,5
Equinix (Switzerland) GmbH,254900G5WL5XUFMXK972,Equinix (Switzerland) GmbH,CH,ACTIVE,ISSUED,legal_exact,1.0,equinix gmbh,,CH,,ORG-IEA3-RIPE,,5
Eurofiber Cloud Infra B.V.,724500EDDV419C567R77,Eurofiber Cloud Infra B.V.,NL,ACTIVE,ISSUED,legal_exact,1.0,eurofiber cloud infra b v,,NL,,ORG-ESB4-RIPE,,5
GO p.l.c.,213800V8BKIBDZ1U5X47,GO P.L.C.,MT,ACTIVE,ISSUED,legal_exact,1.0,go p l c,,MT,,ORG-DL6-RIPE;ORG-MCL12-RIPE,,5
Gen Digital Inc.,YF6ZV0M6AU4FY94MK914,GEN DIGITAL INC.,US,ACTIVE,ISSUED,legal_exact,1.0,gen digital inc,,US,,SYMN-ARIN,,5
"Goto Group, Inc.",549300D12V5KRBV00592,"GOTO GROUP, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,goto group inc,,US,,LOGME-1-ARIN,,5
"Grande Communications Networks, LLC",54930030ZKD0UU25OK51,Grande Communications Networks LLC,US,ACTIVE,LAPSED,legal_exact,1.0,grande communications networks llc,,US,,GCNI-ARIN,,5
"Gray Media, Inc.",529900TM5726KDN7UU35,"Gray Media, Inc.",US,ACTIVE,ISSUED,legal_exact,1.0,gray media inc,,US,,GRAYT-3-ARIN,,5
HERE North America LLC,984500D0BDAD641BF979,"HERE NORTH AMERICA, LLC",US,ACTIVE,ISSUED,legal_exact,1.0,here north america llc,,US,,NAVIGA-7-ARIN,,5
"HRL Laboratories, LLC",254900TCSM63F59YSV04,"HRL LABORATORIES, LLC",US,ACTIVE,LAPSED,legal_exact,1.0,hrl laboratories llc,,US,,HLL-17-ARIN,,5
HUAWEI INTERNATIONAL PTE. LTD.,213800J4926DHKJG7O09,HUAWEI INTERNATIONAL PTE. LTD.,SG,ACTIVE,ISSUED,legal_exact,1.0,huawei international pte ltd,,SG,32165,ORG-HIPL2-AP-APNIC,,5
Hyatt Corporation,5493007G6BDE5ES7P235,HYATT CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,hyatt corporation,,US,,HC-1055-ARIN,,5
IBM Singapore Pte Ltd,549300IIEYIWOBUPRC42,IBM SINGAPORE PTE LTD,SG,ACTIVE,ISSUED,legal_exact,1.0,ibm singapore pte ltd,,SG,,ORG-ISPL9-AP-APNIC,,5
IDT Corporation,549300JNTN7ZMJDFCL56,IDT CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,idt corporation,,US,16326,IDTCO-ARIN,,5
IELO-LIAZO SERVICES SAS,894500H4YTLIZORECY80,IELO-LIAZO SERVICES,FR,ACTIVE,LAPSED,legal_exact,1.0,ielo liazo services,alt_name,FR,2287,ORG-LS56-RIPE,https://www.ielo.net/,5
"IHS Global, Inc.",549300V8CWYS7HNTVX20,IHS GLOBAL INC.,US,ACTIVE,ISSUED,legal_exact,1.0,ihs global inc,,US,,IHSGL-ARIN,,5
ITRON INC.,24F6LSZD18II6ICG6S41,"ITRON, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,itron inc,,US,,ITRON-ARIN,,5
"J2 Cloud Services, LLC",549300U8CM5SW5WEYW88,"J2 CLOUD SERVICES, LLC",US,ACTIVE,LAPSED,legal_exact,1.0,j2 cloud services llc,,US,,JGC-4-ARIN,,5
Kimberly-Clark Corporation,MP3J6QPYPGN75NVW2S34,KIMBERLY-CLARK CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,kimberly clark corporation,,US,,KIMBER-4-ARIN;ORG-KC3-AP-APNIC,,5
MYNET S.R.L.,815600797A526138A537,MYNET S.R.L.,IT,ACTIVE,ISSUED,legal_exact,1.0,mynet s r l,,IT,,ORG-MS17-RIPE,,5
"MacStadium, Inc.",254900DGJTOWQEV78A40,"MacStadium, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,macstadium inc,,US,24404,MACST-2-ARIN,,5
Massachusetts Institute of Technology,DLZO3A31IADZ27B62557,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,US,ACTIVE,ISSUED,legal_exact,1.0,massachusetts institute of technology,,US,11937,MIT-2-ARIN;MIT-Z-ARIN,http://mit.edu,5
NCR Voyix Corporation,549300YKTY8JX1DV2R67,NCR VOYIX CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,ncr voyix corporation,,US,,NCR-ARIN;NCR-Z-ARIN,,5
NORTHERN TRUST CORPORATION,549300GLF98S992BC502,NORTHERN TRUST CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,northern trust corporation,,US,,ORG-TNTC1-AP-APNIC,,5
